Report Date,FIPS,Locality,VDH Health District,Total Cases,Hospitalizations,Deaths
10/09/2020,51139,Page,Lord Fairfax,424,45,29
10/09/2020,51141,Patrick,West Piedmont,291,52,26
10/09/2020,51143,Pittsylvania,Pittsylvania-Danville,1128,67,11
10/09/2020,51145,Powhatan,Chesterfield,247,14,5
10/09/2020,51147,Prince Edward,Piedmont,652,34,12
10/09/2020,51149,Prince George,Crater,889,24,5
10/09/2020,51153,Prince William,Prince William,13024,941,213
10/09/2020,51155,Pulaski,New River,249,15,5
10/09/2020,51157,Rappahannock,Rappahannock Rapidan,66,5,2
10/09/2020,51159,Richmond County,Three Rivers,358,14,4
10/09/2020,51161,Roanoke County,Alleghany,1058,34,8
10/09/2020,51163,Rockbridge,Central Shenandoah,134,7,2
10/09/2020,51165,Rockingham,Central Shenandoah,1601,120,22
10/09/2020,51167,Russell,Cumberland Plateau,331,30,7
10/09/2020,51169,Scott,Lenowisco,214,20,4
10/09/2020,51171,Shenandoah,Lord Fairfax,855,93,59
10/09/2020,51173,Smyth,Mount Rogers,562,50,20
10/09/2020,51175,Southampton,Western Tidewater,806,23,30
10/09/2020,51177,Spotsylvania,Rappahannock,2231,137,46
10/09/2020,51179,Stafford,Rappahannock,2121,164,19
10/09/2020,51181,Surry,Crater,132,9,3
10/09/2020,51183,Sussex,Crater,631,29,12
10/09/2020,51185,Tazewell,Cumberland Plateau,363,18,2
10/09/2020,51187,Warren,Lord Fairfax,473,33,13
10/09/2020,51191,Washington,Mount Rogers,699,72,21
10/09/2020,51193,Westmoreland,Three Rivers,282,23,4
10/09/2020,51195,Wise,Lenowisco,464,33,9
10/09/2020,51197,Wythe,Mount Rogers,275,25,4
10/09/2020,51199,York,Peninsula,580,16,9
10/09/2020,51510,Alexandria,Alexandria,3977,322,73
10/09/2020,51520,Bristol,Mount Rogers,203,11,7
10/09/2020,51530,Buena Vista City,Central Shenandoah,101,5,1
10/09/2020,51540,Charlottesville,Thomas Jefferson,1438,32,30
10/09/2020,51550,Chesapeake,Chesapeake,4533,442,74
10/09/2020,51570,Colonial Heights,Chesterfield,272,27,26
10/09/2020,51580,Covington,Alleghany,33,1,0
10/09/2020,51590,Danville,Pittsylvania-Danville,1021,97,36
10/09/2020,51595,Emporia,Crater,266,33,26
10/09/2020,51600,Fairfax City,Fairfax,142,13,8
10/09/2020,51610,Falls Church,Fairfax,73,13,7
10/09/2020,51620,Franklin City,Western Tidewater,446,19,10
10/09/2020,51630,Fredericksburg,Rappahannock,563,50,5
10/09/2020,51640,Galax,Mount Rogers,422,41,30
10/09/2020,51650,Hampton,Hampton,1940,74,27
10/09/2020,51660,Harrisonburg,Central Shenandoah,2808,96,35
10/09/2020,51670,Hopewell,Crater,441,35,7
10/09/2020,51678,Lexington,Central Shenandoah,161,3,1
10/09/2020,51680,Lynchburg,Central Virginia,1638,44,19
10/09/2020,51683,Manassas City,Prince William,1979,130,24
10/09/2020,51685,Manassas Park,Prince William,624,56,8
10/09/2020,51690,Martinsville,West Piedmont,424,62,23
10/09/2020,51700,Newport News,Peninsula,2891,111,49
10/09/2020,51710,Norfolk,Norfolk,5017,381,79
10/09/2020,51720,Norton,Lenowisco,39,4,0
10/09/2020,51730,Petersburg,Crater,798,75,29
10/09/2020,51735,Poquoson,Peninsula,80,3,2
10/09/2020,51740,Portsmouth,Portsmouth,2658,293,63
10/09/2020,51750,Radford,New River,766,9,2
10/09/2020,51760,Richmond City,Richmond,4871,434,62
10/09/2020,51770,Roanoke City,Roanoke,2051,82,32
10/09/2020,51775,Salem,Alleghany,333,16,6
10/09/2020,51790,Staunton,Central Shenandoah,317,13,0
10/09/2020,51800,Suffolk,Western Tidewater,2172,127,77
10/09/2020,51810,Virginia Beach,Virginia Beach,7204,403,97
10/09/2020,51820,Waynesboro,Central Shenandoah,322,10,3
10/09/2020,51830,Williamsburg,Peninsula,204,13,8
10/09/2020,51840,Winchester,Lord Fairfax,525,37,4
10/10/2020,51001,Accomack,Eastern Shore,1188,92,19
10/10/2020,51003,Albemarle,Thomas Jefferson,1426,82,22
10/10/2020,51005,Alleghany,Alleghany,82,8,4
10/10/2020,51007,Amelia,Piedmont,131,14,5
10/10/2020,51009,Amherst,Central Virginia,464,17,4
10/10/2020,51011,Appomattox,Central Virginia,242,15,4
10/10/2020,51013,Arlington,Arlington,4170,510,152
10/10/2020,51015,Augusta,Central Shenandoah,561,25,7
10/10/2020,51017,Bath,Central Shenandoah,19,1,0
10/10/2020,51019,Bedford,Central Virginia,927,44,15
10/10/2020,51021,Bland,Mount Rogers,64,3,5
10/10/2020,51023,Botetourt,Alleghany,329,24,11
10/10/2020,51025,Brunswick,Southside,391,30,5
10/10/2020,51027,Buchanan,Cumberland Plateau,203,13,2
10/10/2020,51029,Buckingham,Piedmont,712,25,9
10/10/2020,51031,Campbell,Central Virginia,549,19,4
10/10/2020,51033,Caroline,Rappahannock,377,30,5
10/10/2020,51035,Carroll,Mount Rogers,523,47,25
10/10/2020,51036,Charles City,Chickahominy,87,21,5
10/10/2020,51037,Charlotte,Piedmont,174,8,0
10/10/2020,51041,Chesterfield,Chesterfield,6349,382,98
10/10/2020,51043,Clarke,Lord Fairfax,104,12,1
10/10/2020,51045,Craig,Alleghany,35,2,0
10/10/2020,51047,Culpeper,Rappahannock Rapidan,1240,94,18
10/10/2020,51049,Cumberland,Piedmont,110,8,2
10/10/2020,51051,Dickenson,Cumberland Plateau,108,8,1
10/10/2020,51053,Dinwiddie,Crater,435,40,11
10/10/2020,51057,Essex,Three Rivers,184,12,2
10/10/2020,51059,Fairfax,Fairfax,21861,2190,599
10/10/2020,51061,Fauquier,Rappahannock Rapidan,995,50,25
10/10/2020,51063,Floyd,New River,223,12,16
10/10/2020,51065,Fluvanna,Thomas Jefferson,392,37,9
10/10/2020,51067,Franklin County,West Piedmont,490,22,4
10/10/2020,51069,Frederick,Lord Fairfax,995,68,13
10/10/2020,51071,Giles,New River,98,3,0
10/10/2020,51073,Gloucester,Three Rivers,296,15,2
10/10/2020,51075,Goochland,Chickahominy,296,28,7
10/10/2020,51077,Grayson,Mount Rogers,332,27,17
10/10/2020,51079,Greene,Thomas Jefferson,250,11,3
10/10/2020,51081,Greensville,Crater,821,37,11
10/10/2020,51083,Halifax,Southside,410,14,7
10/10/2020,51085,Hanover,Chickahominy,1433,108,40
10/10/2020,51087,Henrico,Henrico,5726,459,221
10/10/2020,51089,Henry,West Piedmont,1172,129,27
10/10/2020,51091,Highland,Central Shenandoah,8,0,0
10/10/2020,51093,Isle of Wight,Western Tidewater,801,37,21
10/10/2020,51095,James City,Peninsula,892,67,21
10/10/2020,51097,King and Queen,Three Rivers,80,12,1
10/10/2020,51099,King George,Rappahannock,250,23,4
10/10/2020,51101,King William,Three Rivers,174,14,2
10/10/2020,51103,Lancaster,Three Rivers,167,8,0
10/10/2020,51105,Lee,Lenowisco,320,28,7
10/10/2020,51107,Loudoun,Loudoun,7181,447,128
10/10/2020,51109,Louisa,Thomas Jefferson,325,31,7
10/10/2020,51111,Lunenburg,Piedmont,128,7,3
10/10/2020,51113,Madison,Rappahannock Rapidan,117,8,3
10/10/2020,51115,Mathews,Three Rivers,111,7,0
10/10/2020,51117,Mecklenburg,Southside,829,45,34
10/10/2020,51119,Middlesex,Three Rivers,133,8,11
10/10/2020,51121,Montgomery,New River,2317,26,5
10/10/2020,51125,Nelson,Thomas Jefferson,115,5,2
10/10/2020,51127,New Kent,Chickahominy,245,14,3
10/10/2020,51131,Northampton,Eastern Shore,311,49,31
10/10/2020,51133,Northumberland,Three Rivers,193,12,6
10/10/2020,51135,Nottoway,Piedmont,301,44,20
10/10/2020,51137,Orange,Rappahannock Rapidan,350,22,5
10/10/2020,51139,Page,Lord Fairfax,428,46,29
10/10/2020,51141,Patrick,West Piedmont,292,52,26
10/10/2020,51143,Pittsylvania,Pittsylvania-Danville,1142,67,11
10/10/2020,51145,Powhatan,Chesterfield,254,16,5
10/10/2020,51147,Prince Edward,Piedmont,660,34,12
10/10/2020,51149,Prince George,Crater,894,24,5
10/10/2020,51153,Prince William,Prince William,13079,943,213
10/10/2020,51155,Pulaski,New River,250,15,5
10/10/2020,51157,Rappahannock,Rappahannock Rapidan,66,5,2
10/10/2020,51159,Richmond County,Three Rivers,359,14,4
10/10/2020,51161,Roanoke County,Alleghany,1086,35,8
10/10/2020,51163,Rockbridge,Central Shenandoah,138,7,3
10/10/2020,51165,Rockingham,Central Shenandoah,1608,120,22
10/10/2020,51167,Russell,Cumberland Plateau,343,30,7
10/10/2020,51169,Scott,Lenowisco,221,20,4
10/10/2020,51171,Shenandoah,Lord Fairfax,860,94,59
10/10/2020,51173,Smyth,Mount Rogers,566,50,21
10/10/2020,51175,Southampton,Western Tidewater,812,23,30
10/10/2020,51177,Spotsylvania,Rappahannock,2250,138,46
10/10/2020,51179,Stafford,Rappahannock,2138,165,19
10/10/2020,51181,Surry,Crater,133,10,3
10/10/2020,51183,Sussex,Crater,632,29,12
10/10/2020,51185,Tazewell,Cumberland Plateau,371,18,2
10/10/2020,51187,Warren,Lord Fairfax,478,34,13
10/10/2020,51191,Washington,Mount Rogers,714,72,21
10/10/2020,51193,Westmoreland,Three Rivers,285,24,4
10/10/2020,51195,Wise,Lenowisco,471,33,9
10/10/2020,51197,Wythe,Mount Rogers,276,25,4
10/10/2020,51199,York,Peninsula,584,16,9
10/10/2020,51510,Alexandria,Alexandria,4009,323,73
10/10/2020,51520,Bristol,Mount Rogers,210,13,7
10/10/2020,51530,Buena Vista City,Central Shenandoah,107,5,1
10/10/2020,51540,Charlottesville,Thomas Jefferson,1453,33,30
10/10/2020,51550,Chesapeake,Chesapeake,4562,445,76
10/10/2020,51570,Colonial Heights,Chesterfield,274,28,26
10/10/2020,51580,Covington,Alleghany,33,1,0
10/10/2020,51590,Danville,Pittsylvania-Danville,1042,98,37
10/10/2020,51595,Emporia,Crater,267,33,26
10/10/2020,51600,Fairfax City,Fairfax,143,13,8
10/10/2020,51610,Falls Church,Fairfax,74,13,7
10/10/2020,51620,Franklin City,Western Tidewater,453,20,10
10/10/2020,51630,Fredericksburg,Rappahannock,566,50,5
10/10/2020,51640,Galax,Mount Rogers,423,41,30
10/10/2020,51650,Hampton,Hampton,1952,74,27
10/10/2020,51660,Harrisonburg,Central Shenandoah,2820,96,35
10/10/2020,51670,Hopewell,Crater,443,35,7
10/10/2020,51678,Lexington,Central Shenandoah,171,3,1
10/10/2020,51680,Lynchburg,Central Virginia,1660,45,21
10/10/2020,51683,Manassas City,Prince William,1980,130,24
10/10/2020,51685,Manassas Park,Prince William,624,56,8
10/10/2020,51690,Martinsville,West Piedmont,427,62,23
10/10/2020,51700,Newport News,Peninsula,2903,111,49
10/10/2020,51710,Norfolk,Norfolk,5045,383,79
10/10/2020,51720,Norton,Lenowisco,39,4,0
10/10/2020,51730,Petersburg,Crater,808,75,29
10/10/2020,51735,Poquoson,Peninsula,81,3,2
10/10/2020,51740,Portsmouth,Portsmouth,2664,293,63
10/10/2020,51750,Radford,New River,769,9,2
10/10/2020,51760,Richmond City,Richmond,4904,435,62
10/10/2020,51770,Roanoke City,Roanoke,2110,82,32
10/10/2020,51775,Salem,Alleghany,355,16,6
10/10/2020,51790,Staunton,Central Shenandoah,318,13,0
10/10/2020,51800,Suffolk,Western Tidewater,2189,127,77
10/10/2020,51810,Virginia Beach,Virginia Beach,7256,404,97
10/10/2020,51820,Waynesboro,Central Shenandoah,326,10,3
10/10/2020,51830,Williamsburg,Peninsula,205,13,8
10/10/2020,51840,Winchester,Lord Fairfax,528,37,4
10/11/2020,51001,Accomack,Eastern Shore,1190,92,19
10/11/2020,51003,Albemarle,Thomas Jefferson,1430,83,22
10/11/2020,51005,Alleghany,Alleghany,82,8,4
10/11/2020,51007,Amelia,Piedmont,131,14,5
10/11/2020,51009,Amherst,Central Virginia,469,17,4
10/11/2020,51011,Appomattox,Central Virginia,242,15,4
10/11/2020,51013,Arlington,Arlington,4187,510,152
10/11/2020,51015,Augusta,Central Shenandoah,569,25,7
10/11/2020,51017,Bath,Central Shenandoah,19,1,0
10/11/2020,51019,Bedford,Central Virginia,942,44,15
10/11/2020,51021,Bland,Mount Rogers,64,3,5
10/11/2020,51023,Botetourt,Alleghany,330,24,11
10/11/2020,51025,Brunswick,Southside,392,30,5
10/11/2020,51027,Buchanan,Cumberland Plateau,204,13,2
10/11/2020,51029,Buckingham,Piedmont,712,25,9
10/11/2020,51031,Campbell,Central Virginia,557,21,5
10/11/2020,51033,Caroline,Rappahannock,379,30,5
10/11/2020,51035,Carroll,Mount Rogers,525,47,25
10/11/2020,51036,Charles City,Chickahominy,87,21,5
10/11/2020,51037,Charlotte,Piedmont,174,8,0
10/11/2020,51041,Chesterfield,Chesterfield,6364,383,98
10/11/2020,51043,Clarke,Lord Fairfax,105,12,1
10/11/2020,51045,Craig,Alleghany,36,2,0
10/11/2020,51047,Culpeper,Rappahannock Rapidan,1246,94,18
10/11/2020,51049,Cumberland,Piedmont,110,8,2
10/11/2020,51051,Dickenson,Cumberland Plateau,109,8,1
10/11/2020,51053,Dinwiddie,Crater,439,40,11
10/11/2020,51057,Essex,Three Rivers,184,12,2
10/11/2020,51059,Fairfax,Fairfax,21952,2191,599
10/11/2020,51061,Fauquier,Rappahannock Rapidan,1000,50,25
10/11/2020,51063,Floyd,New River,224,12,16
10/11/2020,51065,Fluvanna,Thomas Jefferson,394,37,9
10/11/2020,51067,Franklin County,West Piedmont,501,22,4
10/11/2020,51069,Frederick,Lord Fairfax,1012,68,13
10/11/2020,51071,Giles,New River,99,3,0
10/11/2020,51073,Gloucester,Three Rivers,299,15,2
10/11/2020,51075,Goochland,Chickahominy,300,28,7
10/11/2020,51077,Grayson,Mount Rogers,335,27,17
10/11/2020,51079,Greene,Thomas Jefferson,251,11,3
10/11/2020,51081,Greensville,Crater,829,37,11
10/11/2020,51083,Halifax,Southside,417,14,7
10/11/2020,51085,Hanover,Chickahominy,1444,108,40
10/11/2020,51087,Henrico,Henrico,5750,460,221
10/11/2020,51089,Henry,West Piedmont,1177,129,27
10/11/2020,51091,Highland,Central Shenandoah,8,0,0
10/11/2020,51093,Isle of Wight,Western Tidewater,802,37,21
10/11/2020,51095,James City,Peninsula,900,67,21
10/11/2020,51097,King and Queen,Three Rivers,80,12,1
10/11/2020,51099,King George,Rappahannock,251,23,4
10/11/2020,51101,King William,Three Rivers,175,14,2
10/11/2020,51103,Lancaster,Three Rivers,168,8,0
10/11/2020,51105,Lee,Lenowisco,324,28,8
10/11/2020,51107,Loudoun,Loudoun,7217,447,128
10/11/2020,51109,Louisa,Thomas Jefferson,331,31,7
10/11/2020,51111,Lunenburg,Piedmont,128,7,3
10/11/2020,51113,Madison,Rappahannock Rapidan,117,8,3
10/11/2020,51115,Mathews,Three Rivers,113,8,0
10/11/2020,51117,Mecklenburg,Southside,833,45,34
10/11/2020,51119,Middlesex,Three Rivers,134,8,11
10/11/2020,51121,Montgomery,New River,2361,27,5
10/11/2020,51125,Nelson,Thomas Jefferson,116,5,2
10/11/2020,51127,New Kent,Chickahominy,251,14,3
10/11/2020,51131,Northampton,Eastern Shore,311,49,31
10/11/2020,51133,Northumberland,Three Rivers,196,12,6
10/11/2020,51135,Nottoway,Piedmont,301,44,20
10/11/2020,51137,Orange,Rappahannock Rapidan,352,22,5
10/11/2020,51139,Page,Lord Fairfax,430,46,29
10/11/2020,51141,Patrick,West Piedmont,292,52,26
10/11/2020,51143,Pittsylvania,Pittsylvania-Danville,1150,67,11
10/11/2020,51145,Powhatan,Chesterfield,254,16,5
10/11/2020,51147,Prince Edward,Piedmont,660,34,12
10/11/2020,51149,Prince George,Crater,899,24,5
10/11/2020,51153,Prince William,Prince William,13110,944,213
10/11/2020,51155,Pulaski,New River,253,15,5
10/11/2020,51157,Rappahannock,Rappahannock Rapidan,66,5,2
10/11/2020,51159,Richmond County,Three Rivers,360,14,4
10/11/2020,51161,Roanoke County,Alleghany,1093,38,8
10/11/2020,51163,Rockbridge,Central Shenandoah,140,7,3
10/11/2020,51165,Rockingham,Central Shenandoah,1622,120,22
10/11/2020,51167,Russell,Cumberland Plateau,346,30,7
10/11/2020,51169,Scott,Lenowisco,223,20,4
10/11/2020,51171,Shenandoah,Lord Fairfax,872,94,59
10/11/2020,51173,Smyth,Mount Rogers,574,50,21
10/11/2020,51175,Southampton,Western Tidewater,813,23,30
10/11/2020,51177,Spotsylvania,Rappahannock,2260,138,46
10/11/2020,51179,Stafford,Rappahannock,2155,165,19
10/11/2020,51181,Surry,Crater,133,10,3
10/11/2020,51183,Sussex,Crater,632,29,12
10/11/2020,51185,Tazewell,Cumberland Plateau,377,18,2
10/11/2020,51187,Warren,Lord Fairfax,484,34,13
10/11/2020,51191,Washington,Mount Rogers,725,72,21
10/11/2020,51193,Westmoreland,Three Rivers,288,25,4
10/11/2020,51195,Wise,Lenowisco,485,35,9
10/11/2020,51197,Wythe,Mount Rogers,283,25,5
10/11/2020,51199,York,Peninsula,587,16,9
10/11/2020,51510,Alexandria,Alexandria,4027,323,73
10/11/2020,51520,Bristol,Mount Rogers,211,13,7
10/11/2020,51530,Buena Vista City,Central Shenandoah,106,5,1
10/11/2020,51540,Charlottesville,Thomas Jefferson,1461,33,30
10/11/2020,51550,Chesapeake,Chesapeake,4584,445,76
10/11/2020,51570,Colonial Heights,Chesterfield,273,28,26
10/11/2020,51580,Covington,Alleghany,33,1,0
10/11/2020,51590,Danville,Pittsylvania-Danville,1049,99,37
10/11/2020,51595,Emporia,Crater,268,33,26
10/11/2020,51600,Fairfax City,Fairfax,144,13,8
10/11/2020,51610,Falls Church,Fairfax,74,13,7
10/11/2020,51620,Franklin City,Western Tidewater,454,20,10
10/11/2020,51630,Fredericksburg,Rappahannock,567,50,5
10/11/2020,51640,Galax,Mount Rogers,427,41,30
10/11/2020,51650,Hampton,Hampton,1959,74,27
10/11/2020,51660,Harrisonburg,Central Shenandoah,2829,96,35
10/11/2020,51670,Hopewell,Crater,446,35,7
10/11/2020,51678,Lexington,Central Shenandoah,173,3,1
10/11/2020,51680,Lynchburg,Central Virginia,1685,45,21
10/11/2020,51683,Manassas City,Prince William,1982,130,24
10/11/2020,51685,Manassas Park,Prince William,625,56,8
10/11/2020,51690,Martinsville,West Piedmont,428,62,23
10/11/2020,51700,Newport News,Peninsula,2912,111,49
10/11/2020,51710,Norfolk,Norfolk,5045,383,80
10/11/2020,51720,Norton,Lenowisco,41,5,0
10/11/2020,51730,Petersburg,Crater,811,75,29
10/11/2020,51735,Poquoson,Peninsula,81,3,2
10/11/2020,51740,Portsmouth,Portsmouth,2667,293,63
10/11/2020,51750,Radford,New River,771,9,2
10/11/2020,51760,Richmond City,Richmond,4930,436,62
10/11/2020,51770,Roanoke City,Roanoke,2128,82,32
10/11/2020,51775,Salem,Alleghany,355,16,6
10/11/2020,51790,Staunton,Central Shenandoah,324,13,0
10/11/2020,51800,Suffolk,Western Tidewater,2195,127,77
10/11/2020,51810,Virginia Beach,Virginia Beach,7288,404,97
10/11/2020,51820,Waynesboro,Central Shenandoah,332,10,3
10/11/2020,51830,Williamsburg,Peninsula,204,13,8
10/11/2020,51840,Winchester,Lord Fairfax,530,37,4
10/12/2020,51135,Nottoway,Piedmont,303,44,20
10/12/2020,51740,Portsmouth,Portsmouth,2681,294,63
10/12/2020,51181,Surry,Crater,134,10,3
10/12/2020,51187,Warren,Lord Fairfax,490,34,13
10/12/2020,51007,Amelia,Piedmont,132,14,5
10/12/2020,51045,Craig,Alleghany,36,2,0
10/12/2020,51650,Hampton,Hampton,1962,74,27
10/12/2020,51167,Russell,Cumberland Plateau,350,30,7
10/12/2020,51820,Waynesboro,Central Shenandoah,335,10,3
10/12/2020,51177,Spotsylvania,Rappahannock,2273,140,46
10/12/2020,51009,Amherst,Central Virginia,473,17,4
10/12/2020,51103,Lancaster,Three Rivers,168,8,0
10/12/2020,51049,Cumberland,Piedmont,110,8,2
10/12/2020,51199,York,Peninsula,588,17,9
10/12/2020,51680,Lynchburg,Central Virginia,1703,45,21
10/12/2020,51089,Henry,West Piedmont,1185,129,27
10/12/2020,51183,Sussex,Crater,632,29,12
10/12/2020,51735,Poquoson,Peninsula,82,3,2
10/12/2020,51025,Brunswick,Southside,394,30,5
